variant,leverage,gate_bars,body_atr_mult,short_tp_return_pct,sr_entry_mode,long_block_threshold,short_block_threshold,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_entries,short_entries,stop_exits,signal_exits,tp_exits,liquidations,lock_releases,locked_signal_bars,short_sweep_events,gated_entries,blocked_short_gate,blocked_long_smc,blocked_short_smc,blocked_long_sr,blocked_short_sr,survived_to_end,first_liquidation_ts,delta_cagr_vs_115,delta_mdd_vs_115,delta_calmar_vs_115,delta_cagr_vs_84,delta_mdd_vs_84,delta_calmar_vs_84,meets_target
lv2p25_g12_body25_tp15_lb4_none,2.25,12,0.25,15.0,none,4,0,6255.7553112157075,525.5755311215707,42.30399949884851,67.51060837589708,0.6266274370288754,101,48,53,18,57,25,0,25,46778,719,53,18288,29765,0,0,0,1,,-67.20654762167548,15.189998987685428,-1.4664396812833553,-68.79836046220693,5.3848758727291965,-1.1617194441188063,False
lv2p25_g12_body20_tp15_lb4_none,2.25,12,0.2,15.0,none,4,0,6229.058478978882,522.9058478978882,42.186944940673435,67.51060837589708,0.6248935679230998,101,48,53,18,57,25,0,25,47051,761,53,17534,29765,0,0,0,1,,-67.32360217985055,15.189998987685428,-1.4681735503891309,-68.915415020382,5.3848758727291965,-1.163453313224582,False
lv2p5_g8_body20_tp20_lb4_none,2.5,8,0.2,20.0,none,4,0,6995.398204823238,599.5398204823238,45.397045123013854,73.5319339195949,0.6173786367791474,101,48,53,19,58,23,0,23,43842,761,53,19389,29765,0,0,0,1,,-64.11350199751014,21.211324531383255,-1.4756884815330833,-65.70531483804159,11.406201416427024,-1.1709682443685343,False
lv2p5_g8_body25_tp20_lb4_none,2.5,8,0.25,20.0,none,4,0,6927.811250362599,592.7811250362599,45.12568345357917,73.5319339195949,0.6136882446601069,101,48,53,19,58,23,0,23,43837,719,53,19816,29765,0,0,0,1,,-64.38486366694482,21.211324531383255,-1.4793788736521238,-65.97667650747627,11.406201416427024,-1.1746586364875748,False
lv3p0_g8_body20_tp20_lb4_none,3.0,8,0.2,20.0,none,4,0,7265.846080331664,626.5846080331664,46.46214725852265,75.76039212153471,0.6132775446038894,101,48,53,18,56,26,0,26,46527,761,53,19384,29765,0,0,0,1,,-63.04839986200135,23.439782733323057,-1.4797895737083413,-64.64021270253279,13.634659618366825,-1.1750693365437923,False
lv3p0_g8_body25_tp20_lb4_none,3.0,8,0.25,20.0,none,4,0,7234.89783167405,623.4897831674051,46.34190279424071,75.76039212153471,0.6116903766799292,101,48,53,18,56,26,0,26,46283,719,53,19811,29765,0,0,0,1,,-63.168644326283285,23.439782733323057,-1.4813767416323014,-64.76045716681473,13.634659618366825,-1.1766565044677524,False
lv3p0_g12_body25_tp20_lb4_none,3.0,12,0.25,20.0,none,4,0,6934.741770628077,593.4741770628077,45.153607624565815,79.27448859912849,0.5695856059431232,101,48,53,18,57,25,0,25,46778,719,53,18288,29765,0,0,0,1,,-64.35693949595819,26.95387921091684,-1.5234815123691074,-65.94875233648963,17.148756095960607,-1.2187612752045585,False
lv3p0_g12_body20_tp20_lb4_none,3.0,12,0.2,20.0,none,4,0,6897.071351389786,589.7071351389786,45.001554881476814,79.27448859912849,0.5676675520297402,101,48,53,18,57,25,0,25,47051,761,53,17534,29765,0,0,0,1,,-64.50899223904719,26.95387921091684,-1.5253995662824904,-66.10080507957863,17.148756095960607,-1.2206793291179414,False
lv3p0_g12_body20_tp15_lb4_none,3.0,12,0.2,15.0,none,4,0,5311.510636153534,431.15106361535334,37.89346539955374,74.0021131907216,0.5120592340639379,101,48,53,17,55,28,0,28,52882,761,53,17529,29765,0,0,0,1,,-71.61708172097025,21.68150380250995,-1.5810078842482929,-73.2088945615017,11.87638068755372,-1.2762876470837439,False
lv3p0_g12_body25_tp15_lb4_none,3.0,12,0.25,15.0,none,4,0,5289.97381200309,428.99738120030895,37.78570452888641,74.0021131907216,0.5106030476657252,101,48,53,17,55,28,0,28,52677,719,53,18283,29765,0,0,0,1,,-71.72484259163758,21.68150380250995,-1.5824640706465054,-73.31665543216903,11.87638068755372,-1.2777438334819564,False
lv2p25_g12_body20_tp20_lb4_none,2.25,12,0.2,20.0,none,4,0,4777.541834337827,377.75418343378266,35.11075887012068,70.74325850907779,0.4963124347122808,101,48,53,19,62,19,0,19,41280,761,53,17547,29765,0,0,0,1,,-74.39978825040332,18.42264912086614,-1.5967546835999498,-75.99160109093476,8.617526005909909,-1.2920344464354008,False
lv2p25_g12_body25_tp20_lb4_none,2.25,12,0.25,20.0,none,4,0,4740.330016366124,374.0330016366125,34.90762699156198,70.74325850907779,0.49344103914979587,101,48,53,19,62,19,0,19,41110,719,53,18301,29765,0,0,0,1,,-74.60292012896201,18.42264912086614,-1.5996260791624348,-76.19473296949346,8.617526005909909,-1.2949058419978858,False
lv2p0_g12_body20_tp15_lb4_long_above_red_avg,2.0,12,0.2,15.0,long_above_red_avg,4,0,3965.5239455434953,296.5523945543495,30.35350401591095,62.894884165266596,0.48260688319501716,101,48,53,19,57,24,0,24,45520,761,53,17534,23262,0,8098,0,1,,-79.15704310461305,10.574274777054946,-1.6104602351172135,-80.7488559451445,0.7691516620987144,-1.3057399979526645,False
lv2p5_g8_body20_tp15_lb4_none,2.5,8,0.2,15.0,none,4,0,4690.114512212202,369.01145122122017,34.63145924936766,72.11285765509943,0.48023972943913296,101,48,53,18,56,26,0,26,48992,761,53,19384,29765,0,0,0,1,,-74.87908787115634,19.792248266887782,-1.6128273888730977,-76.47090071168779,9.98712515193155,-1.3081071517085487,False
lv2p0_g12_body25_tp15_lb4_long_above_red_avg,2.0,12,0.25,15.0,long_above_red_avg,4,0,3886.05873947777,288.605873947777,29.846766088112652,62.894884165266596,0.47454998103956103,101,48,53,19,57,24,0,24,45486,719,53,18288,23262,0,8098,0,1,,-79.66378103241135,10.574274777054946,-1.6185171372726697,-81.2555938729428,0.7691516620987144,-1.3137969001081207,False
lv2p5_g8_body25_tp15_lb4_none,2.5,8,0.25,15.0,none,4,0,4602.139664281182,360.2139664281182,34.141818436775615,72.11285765509943,0.47344980558208805,101,48,53,18,56,26,0,26,48775,719,53,19811,29765,0,0,0,1,,-75.36872868374837,19.792248266887782,-1.6196173127301425,-76.96054152427982,9.98712515193155,-1.3148970755655935,False
lv2p25_g8_body20_tp20_lb4_none,2.25,8,0.2,20.0,none,4,0,4787.285802524958,378.7285802524958,35.16373808328861,74.42513119949578,0.4724712945286261,101,48,53,20,60,20,0,20,41619,761,53,19402,29765,0,0,0,1,,-74.34680903723539,22.10452181128413,-1.6205958237836047,-75.93862187776683,12.299398696327899,-1.3158755866190557,False
lv2p25_g8_body25_tp20_lb4_none,2.25,8,0.25,20.0,none,4,0,4783.117400371863,378.3117400371863,35.14108461098506,74.42513119949578,0.4721669151887654,101,48,53,20,60,20,0,20,41603,719,53,19829,29765,0,0,0,1,,-74.36946250953893,22.10452181128413,-1.6209002031234654,-75.96127535007038,12.299398696327899,-1.3161799659589164,False
lv2p5_g12_body20_tp20_lb4_long_above_red_avg,2.5,12,0.2,20.0,long_above_red_avg,4,0,4286.33924115381,328.633924115381,32.319446588043846,70.61272006909951,0.4577000653199168,101,48,53,19,58,23,0,23,44968,761,53,17534,23262,0,8098,0,1,,-77.19110053248015,18.29211068088786,-1.6353670529923139,-78.7829133730116,8.486987565931628,-1.330646815827765,False
lv2p5_g12_body25_tp20_lb4_long_above_red_avg,2.5,12,0.25,20.0,long_above_red_avg,4,0,4205.365566608381,320.53655666083813,31.834760282158967,70.61272006909951,0.45083605688899137,101,48,53,19,58,23,0,23,44815,719,53,18288,23262,0,8098,0,1,,-77.67578683836503,18.29211068088786,-1.6422310614232394,-79.26759967889647,8.486987565931628,-1.3375108242586904,False
lv2p5_g12_body25_tp15_lb4_none,2.5,12,0.25,15.0,none,4,0,4456.924630631095,345.69246306310947,33.31680267404311,75.63509756708895,0.44049394719813556,101,48,53,18,57,25,0,25,49226,719,53,18288,29765,0,0,0,1,,-76.19374444648088,23.314488178877298,-1.6525731711140952,-77.78555728701232,13.509365063921067,-1.3478529339495462,False
lv2p5_g12_body20_tp15_lb4_none,2.5,12,0.2,15.0,none,4,0,4436.561877353811,343.65618773538114,33.19938584282376,75.63509756708895,0.438941535222793,101,48,53,18,57,25,0,25,49474,761,53,17534,29765,0,0,0,1,,-76.31116127770024,23.314488178877298,-1.6541255830894377,-77.90297411823168,13.509365063921067,-1.3494053459248887,False
lv2p25_g8_body20_tp15_lb4_long_above_red_avg,2.25,8,0.2,15.0,long_above_red_avg,4,0,3429.217158237613,242.92171582376133,26.759399679615182,69.98847216645278,0.38234010332406754,101,48,53,19,55,26,0,26,46527,761,53,19384,23262,0,8098,0,1,,-82.75114744090881,17.66786277824113,-1.710727014988163,-84.34296028144026,7.8627396632848985,-1.406006777823614,False
lv2p25_g8_body25_tp15_lb4_long_above_red_avg,2.25,8,0.25,15.0,long_above_red_avg,4,0,3417.770735953504,241.7770735953504,26.67787620755382,69.98847216645278,0.38117529046935233,101,48,53,19,55,26,0,26,46283,719,53,19811,23262,0,8098,0,1,,-82.83267091297017,17.66786277824113,-1.7118918278428783,-84.42448375350162,7.8627396632848985,-1.4071715906783293,False
lv2p0_g8_body20_tp15_lb4_long_above_red_avg,2.0,8,0.2,15.0,long_above_red_avg,4,0,3178.209050782568,217.82090507825677,24.91886490957085,67.53806420611073,0.3689603070873363,101,48,53,20,56,24,0,24,44808,761,53,19389,23262,0,8098,0,1,,-84.59168221095314,15.217454817899082,-1.7241068112248943,-86.18349505148458,5.412331702942851,-1.4193865740603453,False
lv2p0_g8_body25_tp15_lb4_long_above_red_avg,2.0,8,0.25,15.0,long_above_red_avg,4,0,3165.5731170612476,216.55731170612475,24.82314708508857,67.53806420611073,0.3675430644463543,101,48,53,20,56,24,0,24,44777,719,53,19816,23262,0,8098,0,1,,-84.68740003543542,15.217454817899082,-1.7255240538658763,-86.27921287596686,5.412331702942851,-1.4208038167013273,False
lv2p25_g12_body25_tp15_lb4_long_above_red_avg,2.25,12,0.25,15.0,long_above_red_avg,4,0,3293.326879936016,229.3326879936016,25.777024652210766,73.68666948748736,0.3498193748136212,101,48,53,19,56,25,0,25,46778,719,53,18288,23262,0,8098,0,1,,-83.73352246831323,21.366060099275714,-1.7432477434986096,-85.32533530884467,11.560936984319483,-1.4385275063340606,False
lv2p25_g12_body20_tp15_lb4_long_above_red_avg,2.25,12,0.2,15.0,long_above_red_avg,4,0,3279.2723987677655,227.92723987677655,25.673564636321643,73.68666948748736,0.3484153214535125,101,48,53,19,56,25,0,25,47051,761,53,17534,23262,0,8098,0,1,,-83.83698248420235,21.366060099275714,-1.7446517968587183,-85.4287953247338,11.560936984319483,-1.4399315596941693,False
lv2p5_g8_body20_tp20_lb4_long_above_red_avg,2.5,8,0.2,20.0,long_above_red_avg,4,0,3453.068538271784,245.30685382717837,26.928569911499388,79.20279860995947,0.33999518178784677,101,48,53,20,57,23,0,23,43842,761,53,19389,23262,0,8098,0,1,,-82.58197720902461,26.882189221747822,-1.7530719365243839,-84.17379004955606,17.07706610679159,-1.4483516993598349,False
lv2p0_g12_body25_tp20_lb4_none,2.0,12,0.25,20.0,none,4,0,3162.753427503728,216.2753427503728,24.80174569827678,73.3842129463693,0.3379711344237269,102,48,54,20,65,16,0,16,36274,719,54,18424,29765,0,0,0,1,,-84.70880142224722,21.063603558157652,-1.7550959838885039,-86.30061426277867,11.258480443201421,-1.4503757467239549,False
lv2p5_g8_body25_tp20_lb4_long_above_red_avg,2.5,8,0.25,20.0,long_above_red_avg,4,0,3419.706265072706,241.97062650727062,26.691676867345706,79.20279860995947,0.33700421368682953,101,48,53,20,57,23,0,23,43837,719,53,19816,23262,0,8098,0,1,,-82.81887025317829,26.882189221747822,-1.7560629046254013,-84.41068309370974,17.07706610679159,-1.4513426674608523,False
lv2p0_g12_body20_tp20_lb4_none,2.0,12,0.2,20.0,none,4,0,3124.5023305282507,212.45023305282507,24.509887395102183,73.3842129463693,0.3339940078530857,102,48,54,20,65,16,0,16,36295,761,54,17670,29765,0,0,0,1,,-85.00065972542181,21.063603558157652,-1.759073110459145,-86.59247256595326,11.258480443201421,-1.454352873294596,False
lv3p0_g8_body25_tp15_lb4_none,3.0,8,0.25,15.0,none,4,0,3255.021510024598,225.50215100245978,25.49420017495434,81.09203594880839,0.31438599212194235,101,48,53,18,55,27,0,27,50772,719,53,19811,29765,0,0,0,1,,-84.01634694556965,28.771426560596737,-1.7786811261902884,-85.6081597861011,18.966303445640506,-1.4739608890257394,False
lv3p0_g8_body20_tp15_lb4_none,3.0,8,0.2,15.0,none,4,0,3241.314824097253,224.13148240972532,25.392344897990693,81.09203594880839,0.31312994674372613,101,48,53,18,55,27,0,27,50966,761,53,19384,29765,0,0,0,1,,-84.1182022225333,28.771426560596737,-1.7799371715685046,-85.71001506306474,18.966303445640506,-1.4752169344039556,False
lv3p0_g8_body20_tp20_lb4_long_above_red_avg,3.0,8,0.2,20.0,long_above_red_avg,4,0,3161.980245642868,216.1980245642868,24.79587457176042,81.84787512489373,0.3029507428741891,101,48,53,19,55,26,0,26,46527,761,53,19384,23262,0,8098,0,1,,-84.71467254876357,29.527265736682082,-1.7901163754380416,-86.30648538929502,19.72214262172585,-1.4853961382734926,False
lv3p0_g8_body25_tp20_lb4_long_above_red_avg,3.0,8,0.25,20.0,long_above_red_avg,4,0,3148.5120617850357,214.85120617850356,24.69341797554523,81.84787512489373,0.30169894988556417,101,48,53,19,55,26,0,26,46283,719,53,19811,23262,0,8098,0,1,,-84.81712914497876,29.527265736682082,-1.7913681684266665,-86.40894198551021,19.72214262172585,-1.4866479312621175,False
lv3p0_g12_body25_tp20_lb4_long_above_red_avg,3.0,12,0.25,20.0,long_above_red_avg,4,0,3017.888934740482,201.7888934740482,23.68090834268275,84.70331708119966,0.2795747458152244,101,48,53,19,56,25,0,25,46778,719,53,18288,23262,0,8098,0,1,,-85.82963877784124,32.382707692988006,-1.8134923724970062,-87.42145161837269,22.577584578031775,-1.5087721353324572,False
lv3p0_g12_body20_tp20_lb4_long_above_red_avg,3.0,12,0.2,20.0,long_above_red_avg,4,0,3001.4953695369736,200.14953695369738,23.551348893978673,84.70331708119966,0.2780451782236757,101,48,53,19,56,25,0,25,47051,761,53,17534,23262,0,8098,0,1,,-85.95919822654533,32.382707692988006,-1.815021940088555,-87.55101106707677,22.577584578031775,-1.510301702924006,False
lv2p0_g8_body25_tp20_lb4_none,2.0,8,0.25,20.0,none,4,0,2575.923411134533,157.5923411134533,19.96930602948437,77.3013201231757,0.2583307244645279,102,48,54,21,64,16,0,16,36274,719,54,20090,29765,0,0,0,1,,-89.54124109103962,24.98071073496405,-1.8347363938477028,-91.13305393157107,15.175587620007818,-1.5300161566831538,False
lv2p0_g8_body20_tp20_lb4_none,2.0,8,0.2,20.0,none,4,0,2551.6733897165627,155.16733897165628,19.75115961874976,77.3013201231757,0.2555086974876664,102,48,54,21,64,16,0,16,36294,761,54,19663,29765,0,0,0,1,,-89.75938750177423,24.98071073496405,-1.8375584208245643,-91.35120034230567,15.175587620007818,-1.5328381836600153,False
lv2p25_g12_body20_tp20_lb4_long_above_red_avg,2.25,12,0.2,20.0,long_above_red_avg,4,0,2515.1250584936906,151.51250584936906,19.41919629127211,76.30480996761244,0.2544950482088165,101,48,53,20,61,19,0,19,41280,761,53,17547,23262,0,8098,0,1,,-90.09135082925188,23.98420057940079,-1.8385720701034143,-91.68316366978333,14.17907746444456,-1.5338518329388653,False
lv2p25_g12_body25_tp20_lb4_long_above_red_avg,2.25,12,0.25,20.0,long_above_red_avg,4,0,2495.5349891446253,149.55349891446255,19.239655846962012,76.30480996761244,0.2521421107676997,101,48,53,20,61,19,0,19,41110,719,53,18301,23262,0,8098,0,1,,-90.27089127356199,23.98420057940079,-1.840925007544531,-91.86270411409343,14.17907746444456,-1.536204770379982,False
lv2p25_g8_body20_tp20_lb4_long_above_red_avg,2.25,8,0.2,20.0,long_above_red_avg,4,0,2520.25474639731,152.02547463973102,19.46602257742114,79.28677817830952,0.2455141074548853,101,48,53,21,59,20,0,20,41619,761,53,19402,23262,0,8098,0,1,,-90.04452454310285,26.966168790097868,-1.8475530108573455,-91.6363373836343,17.161045675141636,-1.5428327736927965,False
lv2p25_g8_body25_tp20_lb4_long_above_red_avg,2.25,8,0.25,20.0,long_above_red_avg,4,0,2518.0603014143735,151.80603014143736,19.44600004569739,79.28677817830952,0.24526157440733581,101,48,53,21,59,20,0,20,41603,719,53,19829,23262,0,8098,0,1,,-90.0645470748266,26.966168790097868,-1.8478055439048948,-91.65635991535805,17.161045675141636,-1.5430853067403458,False
lv3p0_g12_body20_tp15_lb4_long_above_red_avg,3.0,12,0.2,15.0,long_above_red_avg,4,0,2311.48465304027,131.14846530402698,17.494765264454525,76.76876589894535,0.2278891038509565,101,48,53,18,54,28,0,28,52882,761,53,17529,23262,0,8098,0,1,,-92.01578185606947,24.448156510733696,-1.8651780144612742,-93.60759469660091,14.643033395777465,-1.5604577772967252,False
lv3p0_g12_body25_tp15_lb4_long_above_red_avg,3.0,12,0.25,15.0,long_above_red_avg,4,0,2302.112170914352,130.21121709143523,17.4029455530051,76.76876589894535,0.22669304826279854,101,48,53,18,54,28,0,28,52677,719,53,18283,23262,0,8098,0,1,,-92.1076015675189,24.448156510733696,-1.8663740700494322,-93.69941440805034,14.643033395777465,-1.5616538328848832,False
lv2p5_g8_body20_tp15_lb4_long_above_red_avg,2.5,8,0.2,15.0,long_above_red_avg,4,0,2315.134376745759,131.51343767457587,17.530439309565505,78.0877638064765,0.224496623478819,101,48,53,19,55,26,0,26,48992,761,53,19384,23262,0,8098,0,1,,-91.98010781095849,25.76715441826485,-1.8685704948334116,-93.57192065148993,15.96203130330862,-1.5638502576688627,False
lv2p5_g8_body25_tp15_lb4_long_above_red_avg,2.5,8,0.25,15.0,long_above_red_avg,4,0,2271.7082313491474,127.17082313491473,17.10299315300827,78.0877638064765,0.219022703677292,101,48,53,19,55,26,0,26,48775,719,53,19811,23262,0,8098,0,1,,-92.40755396751572,25.76715441826485,-1.8740444146349386,-93.99936680804717,15.96203130330862,-1.5693241774703897,False
lv2p5_g12_body25_tp15_lb4_long_above_red_avg,2.5,12,0.25,15.0,long_above_red_avg,4,0,2200.0271848526904,120.00271848526904,16.38277170126228,80.85535296736026,0.20261826953962697,101,48,53,19,56,25,0,25,49226,719,53,18288,23262,0,8098,0,1,,-93.12777541926172,28.53474357914861,-1.8904488487726037,-94.71958825979317,18.72962046419238,-1.5857286116080547,False
lv2p5_g12_body20_tp15_lb4_long_above_red_avg,2.5,12,0.2,15.0,long_above_red_avg,4,0,2189.9757223575434,118.99757223575436,16.28026927105397,80.85535296736026,0.2013505435765768,101,48,53,19,56,25,0,25,49474,761,53,17534,23262,0,8098,0,1,,-93.23027784947003,28.53474357914861,-1.891716574735654,-94.82209069000147,18.72962046419238,-1.586996337571105,False
lv2p0_g12_body25_tp20_lb4_long_above_red_avg,2.0,12,0.25,20.0,long_above_red_avg,4,0,1777.6160965389427,77.76160965389427,11.705065603204346,77.79893235449329,0.1504527793501053,102,48,54,21,64,16,0,16,36274,719,54,18424,23262,0,8098,0,1,,-97.80548151731965,25.478322966281638,-1.9426143389621253,-99.3972943578511,15.673199851325407,-1.6378941017975763,False
lv2p0_g12_body20_tp20_lb4_long_above_red_avg,2.0,12,0.2,20.0,long_above_red_avg,4,0,1756.1171819847518,75.61171819847519,11.443834875055913,77.79893235449329,0.14709501183013307,102,48,54,21,64,16,0,16,36295,761,54,17670,23262,0,8098,0,1,,-98.06671224546808,25.478322966281638,-1.9459721064820976,-99.65852508599953,15.673199851325407,-1.6412518693175486,False
lv2p0_g8_body25_tp20_lb4_long_above_red_avg,2.0,8,0.25,20.0,long_above_red_avg,4,0,1447.790042456241,44.77900424562411,7.379741568626841,81.06631502597871,0.09103339119660134,102,48,54,22,63,16,0,16,36274,719,54,20090,23262,0,8098,0,1,,-102.13080555189715,28.74570563776706,-2.0020337271156294,-103.7226183924286,18.94058252281083,-1.6973134899510804,False
lv2p0_g8_body20_tp20_lb4_long_above_red_avg,2.0,8,0.2,20.0,long_above_red_avg,4,0,1434.160390508312,43.4160390508312,7.18448741584341,81.06631502597871,0.08862481800907136,102,48,54,22,63,16,0,16,36294,761,54,19663,23262,0,8098,0,1,,-102.32605970468059,28.74570563776706,-2.0044423003031593,-103.91787254521203,18.94058252281083,-1.6997220631386103,False
lv3p0_g8_body25_tp15_lb4_long_above_red_avg,3.0,8,0.25,15.0,long_above_red_avg,4,0,1416.5334085043767,41.65334085043766,6.929734116715025,83.84810272340634,0.08264628407364759,101,48,53,19,54,27,0,27,50772,719,53,19811,23262,0,8098,0,1,,-102.58081300380897,31.52749333519469,-2.010420834238583,-104.17262584434042,21.72237022023846,-1.7057005970740342,False
lv3p0_g8_body20_tp15_lb4_long_above_red_avg,3.0,8,0.2,15.0,long_above_red_avg,4,0,1410.5684775580962,41.05684775580962,6.8429463793620915,83.84810272340634,0.08161122502598823,101,48,53,19,54,27,0,27,50966,761,53,19384,23262,0,8098,0,1,,-102.6676007411619,31.52749333519469,-2.0114558932862425,-104.25941358169335,21.72237022023846,-1.7067356561216935,False
